CustID,Cor_Bo,Cor_Ca,Die_Bo,Ass_Ca,HD_Cor,Total_Rev,Cor_Bo_COGS,Cor_Ca_COGS,Die_Bo_COGS,Ass_Ca_COGS,HD_Cor_COGS,Total_COGS,Ships,Orders,ExpOr,Queries,Design
569," $33,687 "," $56,750 "," $74,512 "," $189,718 "," $17,714 "," $372,381 "," $7,916 "," $24,403 "," $46,570 "," $155,189 "," $14,490 "," $248,568 ",171,57,31,721,213
570," $29,058 "," $55,772 "," $62,412 "," $215,253 "," $19,078 "," $381,573 "," $6,829 "," $23,982 "," $39,008 "," $176,077 "," $15,606 "," $261,501 ",117,39,25,690,186
571," $33,828 "," $56,627 "," $67,918 "," $242,904 "," $21,537 "," $422,814 "," $7,950 "," $24,350 "," $42,448 "," $198,695 "," $17,618 "," $291,061 ",34,34,9,292,74
572," $27,149 "," $64,688 "," $75,383 "," $207,829 "," $19,297 "," $394,345 "," $6,380 "," $27,816 "," $47,114 "," $170,004 "," $15,785 "," $267,099 ",37,37,20,463,140
573," $26,311 "," $56,221 "," $67,792 "," $174,522 "," $18,035 "," $342,881 "," $6,183 "," $24,175 "," $42,370 "," $142,759 "," $14,752 "," $230,239 ",112,56,34,748,240
574," $30,333 "," $62,636 "," $73,122 "," $185,557 "," $21,551 "," $373,199 "," $7,128 "," $26,933 "," $45,701 "," $151,785 "," $17,629 "," $249,177 ",144,48,27,650,196
575," $22,728 "," $72,755 "," $75,950 "," $239,352 "," $14,471 "," $425,255 "," $5,341 "," $31,284 "," $47,469 "," $195,790 "," $11,837 "," $291,721 ",108,36,9,175,62
576," $21,908 "," $56,650 "," $74,393 "," $179,815 "," $20,344 "," $353,108 "," $5,148 "," $24,359 "," $46,495 "," $147,088 "," $16,641 "," $239,732 ",44,44,31,674,207
577," $27,439 "," $62,767 "," $69,178 "," $210,192 "," $19,757 "," $389,333 "," $6,448 "," $26,990 "," $43,236 "," $171,937 "," $16,162 "," $264,773 ",38,38,20,554,162
578," $36,241 "," $70,354 "," $71,435 "," $204,044 "," $19,162 "," $401,236 "," $8,517 "," $30,252 "," $44,647 "," $166,908 "," $15,675 "," $265,999 ",129,43,19,477,133
579," $29,976 "," $56,713 "," $58,765 "," $229,738 "," $17,428 "," $392,620 "," $7,044 "," $24,387 "," $36,728 "," $187,926 "," $14,256 "," $270,341 ",117,39,20,498,141
580," $29,674 "," $63,441 "," $58,590 "," $191,313 "," $19,854 "," $362,873 "," $6,973 "," $27,280 "," $36,619 "," $156,494 "," $16,241 "," $243,607 ",48,48,30,626,204
581," $32,481 "," $57,900 "," $76,304 "," $222,532 "," $19,342 "," $408,558 "," $7,633 "," $24,897 "," $47,690 "," $182,031 "," $15,821 "," $278,072 ",78,39,14,330,98
582," $32,339 "," $62,703 "," $71,425 "," $242,136 "," $20,152 "," $428,755 "," $7,600 "," $26,962 "," $44,640 "," $198,067 "," $16,485 "," $293,754 ",60,30,10,415,84
583," $29,104 "," $56,523 "," $54,688 "," $183,324 "," $22,111 "," $345,748 "," $6,839 "," $24,305 "," $34,180 "," $149,959 "," $18,087 "," $233,369 ",62,62,37,812,253
584," $30,759 "," $80,397 "," $62,930 "," $214,383 "," $21,750 "," $410,219 "," $7,228 "," $34,571 "," $39,331 "," $175,365 "," $17,792 "," $274,287 ",120,40,13,341,96
585," $25,907 "," $65,100 "," $71,456 "," $220,748 "," $17,784 "," $400,995 "," $6,088 "," $27,993 "," $44,660 "," $180,572 "," $14,548 "," $273,861 ",90,30,14,379,105
586," $25,512 "," $65,893 "," $60,260 "," $226,490 "," $20,271 "," $398,426 "," $5,995 "," $28,334 "," $37,662 "," $185,269 "," $16,582 "," $273,842 ",33,33,17,410,119
587," $31,439 "," $61,205 "," $79,153 "," $239,830 "," $19,417 "," $431,043 "," $7,388 "," $26,318 "," $49,470 "," $196,181 "," $15,883 "," $295,240 ",93,31,9,329,69
588," $28,523 "," $68,741 "," $64,778 "," $251,024 "," $21,698 "," $434,763 "," $6,703 "," $29,558 "," $40,486 "," $205,338 "," $17,749 "," $299,834 ",80,40,11,373,74
589," $27,795 "," $66,002 "," $83,010 "," $178,582 "," $19,724 "," $375,112 "," $6,532 "," $28,381 "," $51,881 "," $146,080 "," $16,134 "," $249,008 ",159,53,25,576,183
590," $34,092 "," $57,931 "," $65,307 "," $191,647 "," $20,911 "," $369,887 "," $8,012 "," $24,910 "," $40,817 "," $156,767 "," $17,105 "," $247,610 ",159,53,26,648,204
591," $28,016 "," $57,513 "," $64,481 "," $174,943 "," $20,776 "," $345,728 "," $6,584 "," $24,730 "," $40,300 "," $143,103 "," $16,995 "," $231,712 ",138,69,35,697,242
592," $29,580 "," $61,289 "," $78,187 "," $186,021 "," $19,209 "," $374,285 "," $6,951 "," $26,354 "," $48,867 "," $152,165 "," $15,713 "," $250,050 ",144,48,28,638,192
593," $32,561 "," $56,020 "," $76,724 "," $240,048 "," $21,721 "," $427,073 "," $7,652 "," $24,089 "," $47,952 "," $196,359 "," $17,767 "," $293,819 ",66,33,7,305,65
594," $31,136 "," $53,649 "," $57,512 "," $268,714 "," $23,391 "," $434,401 "," $7,317 "," $23,069 "," $35,945 "," $219,808 "," $19,134 "," $305,272 ",132,44,9,263,61
595," $28,814 "," $51,816 "," $83,269 "," $208,670 "," $18,966 "," $391,534 "," $6,771 "," $22,281 "," $52,043 "," $170,692 "," $15,515 "," $267,301 ",41,41,20,485,148
596," $29,363 "," $62,111 "," $66,679 "," $210,497 "," $16,957 "," $385,606 "," $6,900 "," $26,708 "," $41,674 "," $172,186 "," $13,871 "," $261,339 ",88,44,21,469,149
597," $22,169 "," $63,724 "," $69,419 "," $248,066 "," $17,398 "," $420,777 "," $5,210 "," $27,401 "," $43,387 "," $202,918 "," $14,232 "," $293,148 ",66,33,10,218,72
598," $29,575 "," $63,759 "," $85,834 "," $211,106 "," $21,603 "," $411,876 "," $6,950 "," $27,416 "," $53,646 "," $172,684 "," $17,671 "," $278,368 ",42,42,15,381,112
599," $22,663 "," $76,104 "," $62,174 "," $213,092 "," $21,518 "," $395,551 "," $5,326 "," $32,725 "," $38,859 "," $174,309 "," $17,601 "," $268,820 ",92,46,24,596,158
600," $26,520 "," $58,804 "," $75,548 "," $191,632 "," $20,708 "," $373,212 "," $6,232 "," $25,286 "," $47,217 "," $156,755 "," $16,939 "," $252,429 ",88,44,25,569,178
601," $26,809 "," $66,449 "," $63,518 "," $205,770 "," $19,544 "," $382,089 "," $6,300 "," $28,573 "," $39,699 "," $168,319 "," $15,987 "," $258,878 ",47,47,22,471,156
602," $30,414 "," $55,315 "," $75,971 "," $229,550 "," $22,204 "," $413,453 "," $7,147 "," $23,786 "," $47,482 "," $187,771 "," $18,163 "," $284,349 ",84,42,15,423,105
603," $27,649 "," $60,990 "," $56,060 "," $149,147 "," $23,592 "," $317,437 "," $6,498 "," $26,226 "," $35,037 "," $122,002 "," $19,298 "," $209,060 ",126,63,76,737,324
604," $31,692 "," $54,881 "," $74,078 "," $202,928 "," $19,361 "," $382,939 "," $7,448 "," $23,599 "," $46,298 "," $165,995 "," $15,838 "," $259,177 ",141,47,20,481,162
605," $25,986 "," $63,056 "," $75,086 "," $196,533 "," $19,503 "," $380,163 "," $6,107 "," $27,114 "," $46,928 "," $160,764 "," $15,953 "," $256,867 ",144,48,23,515,167
606," $30,092 "," $56,318 "," $73,266 "," $237,815 "," $19,568 "," $417,058 "," $7,072 "," $24,217 "," $45,791 "," $194,532 "," $16,007 "," $287,618 ",66,33,8,178,60
607," $28,783 "," $68,464 "," $71,768 "," $209,888 "," $20,559 "," $399,461 "," $6,764 "," $29,439 "," $44,855 "," $171,688 "," $16,818 "," $269,564 ",52,52,19,444,140
608," $29,768 "," $64,721 "," $75,733 "," $194,474 "," $17,201 "," $381,897 "," $6,995 "," $27,830 "," $47,333 "," $159,080 "," $14,071 "," $255,309 ",42,42,24,585,170
609," $30,273 "," $73,482 "," $68,712 "," $160,544 "," $20,796 "," $353,807 "," $7,114 "," $31,597 "," $42,945 "," $131,325 "," $17,011 "," $229,993 ",92,46,30,765,231
610," $29,169 "," $67,006 "," $71,540 "," $226,809 "," $20,265 "," $414,790 "," $6,855 "," $28,813 "," $44,713 "," $185,530 "," $16,577 "," $282,487 ",35,35,11,190,80
611," $27,990 "," $67,285 "," $68,072 "," $221,067 "," $20,155 "," $404,569 "," $6,578 "," $28,933 "," $42,545 "," $180,833 "," $16,487 "," $275,375 ",47,47,17,469,137
612," $33,982 "," $69,046 "," $72,930 "," $168,287 "," $22,024 "," $366,268 "," $7,986 "," $29,690 "," $45,581 "," $137,659 "," $18,015 "," $238,931 ",171,57,30,714,233
613," $34,526 "," $65,233 "," $58,006 "," $208,844 "," $18,865 "," $385,473 "," $8,114 "," $28,050 "," $36,253 "," $170,834 "," $15,432 "," $258,683 ",94,47,22,517,158
614," $28,485 "," $69,472 "," $70,795 "," $213,846 "," $18,212 "," $400,810 "," $6,694 "," $29,873 "," $44,247 "," $174,926 "," $14,897 "," $270,637 ",42,42,20,516,144
615," $28,306 "," $70,403 "," $59,448 "," $188,529 "," $18,372 "," $365,058 "," $6,652 "," $30,273 "," $37,155 "," $154,217 "," $15,029 "," $243,325 ",110,55,28,685,212
616," $32,482 "," $68,611 "," $73,920 "," $247,617 "," $18,707 "," $441,337 "," $7,633 "," $29,503 "," $46,200 "," $202,550 "," $15,302 "," $301,189 ",80,40,7,202,52
617," $30,880 "," $60,692 "," $63,200 "," $223,112 "," $19,781 "," $397,664 "," $7,257 "," $26,098 "," $39,500 "," $182,505 "," $16,181 "," $271,540 ",82,41,20,515,148
618," $28,081 "," $55,686 "," $62,132 "," $220,255 "," $21,929 "," $388,084 "," $6,599 "," $23,945 "," $38,833 "," $180,169 "," $17,938 "," $267,484 ",41,41,23,544,156
619," $30,816 "," $69,407 "," $62,514 "," $255,273 "," $16,015 "," $434,024 "," $7,242 "," $29,845 "," $39,071 "," $208,813 "," $13,100 "," $298,071 ",40,40,11,349,72
620," $30,347 "," $58,364 "," $68,856 "," $192,372 "," $19,159 "," $369,097 "," $7,132 "," $25,096 "," $43,035 "," $157,360 "," $15,672 "," $248,295 ",102,51,27,619,200
621," $31,693 "," $56,059 "," $62,220 "," $199,477 "," $19,568 "," $369,017 "," $7,448 "," $24,105 "," $38,887 "," $163,172 "," $16,007 "," $249,619 ",144,48,25,555,186
622," $26,460 "," $57,974 "," $69,934 "," $179,119 "," $20,091 "," $353,577 "," $6,218 "," $24,929 "," $43,708 "," $146,519 "," $16,434 "," $237,809 ",57,57,32,668,229
623," $30,464 "," $58,019 "," $80,952 "," $203,508 "," $25,213 "," $398,155 "," $7,159 "," $24,948 "," $50,595 "," $166,469 "," $20,624 "," $269,796 ",39,39,16,410,124
624," $32,986 "," $61,104 "," $77,637 "," $225,359 "," $19,970 "," $417,057 "," $7,752 "," $26,275 "," $48,523 "," $184,344 "," $16,336 "," $283,229 ",105,35,12,387,87
625," $30,317 "," $62,611 "," $72,030 "," $207,945 "," $21,161 "," $394,064 "," $7,124 "," $26,923 "," $45,019 "," $170,099 "," $17,310 "," $266,475 ",132,44,21,428,140
626," $27,393 "," $59,977 "," $71,323 "," $298,903 "," $22,267 "," $479,863 "," $6,437 "," $25,790 "," $44,577 "," $244,503 "," $18,214 "," $339,521 ",27,27,3,180,47
627," $29,674 "," $63,841 "," $63,966 "," $251,909 "," $18,885 "," $428,275 "," $6,973 "," $27,452 "," $39,979 "," $206,061 "," $15,448 "," $295,913 ",96,32,8,248,63
628," $26,165 "," $72,078 "," $70,497 "," $218,776 "," $19,244 "," $406,760 "," $6,149 "," $30,994 "," $44,061 "," $178,959 "," $15,741 "," $275,903 ",37,37,13,364,98
629," $32,270 "," $64,056 "," $72,849 "," $248,327 "," $19,439 "," $436,941 "," $7,583 "," $27,544 "," $45,531 "," $203,131 "," $15,901 "," $299,691 ",26,26,5,221,40
630," $35,789 "," $59,401 "," $78,400 "," $178,669 "," $18,432 "," $370,691 "," $8,410 "," $25,542 "," $49,000 "," $146,151 "," $15,077 "," $244,181 ",51,51,29,609,204
631," $28,779 "," $61,920 "," $78,015 "," $264,973 "," $21,288 "," $454,975 "," $6,763 "," $26,626 "," $48,759 "," $216,748 "," $17,414 "," $316,310 ",93,31,4,300,38
632," $31,703 "," $61,283 "," $75,418 "," $210,613 "," $19,322 "," $398,338 "," $7,450 "," $26,352 "," $47,136 "," $172,281 "," $15,805 "," $269,024 ",43,43,17,391,124
633," $26,925 "," $60,170 "," $75,590 "," $232,885 "," $19,776 "," $415,345 "," $6,327 "," $25,873 "," $47,243 "," $190,500 "," $16,177 "," $286,120 ",39,39,12,392,96
634," $28,682 "," $63,460 "," $77,501 "," $207,234 "," $18,951 "," $395,827 "," $6,740 "," $27,288 "," $48,438 "," $169,517 "," $15,502 "," $267,485 ",49,49,23,584,155
635," $29,574 "," $61,203 "," $71,586 "," $237,931 "," $18,533 "," $418,826 "," $6,950 "," $26,317 "," $44,741 "," $194,627 "," $15,160 "," $287,795 ",94,47,17,560,113
636," $26,966 "," $62,572 "," $69,759 "," $247,399 "," $23,955 "," $430,651 "," $6,337 "," $26,906 "," $43,599 "," $202,372 "," $19,595 "," $298,810 ",36,36,10,327,71
637," $27,612 "," $68,564 "," $63,669 "," $175,972 "," $21,876 "," $357,693 "," $6,489 "," $29,483 "," $39,793 "," $143,945 "," $17,895 "," $237,604 ",174,58,29,669,220
638," $23,055 "," $48,491 "," $73,773 "," $277,342 "," $18,286 "," $440,946 "," $5,418 "," $20,851 "," $46,108 "," $226,865 "," $14,958 "," $314,201 ",23,23,3,182,37
639," $35,860 "," $64,542 "," $61,327 "," $227,679 "," $20,046 "," $409,454 "," $8,427 "," $27,753 "," $38,329 "," $186,241 "," $16,397 "," $277,148 ",80,40,13,369,106
640," $28,878 "," $72,461 "," $78,211 "," $213,005 "," $22,481 "," $415,036 "," $6,786 "," $31,158 "," $48,882 "," $174,238 "," $18,389 "," $279,454 ",74,37,10,306,86
641," $33,717 "," $61,902 "," $74,424 "," $218,095 "," $18,689 "," $406,827 "," $7,923 "," $26,618 "," $46,515 "," $178,401 "," $15,288 "," $274,745 ",45,45,17,418,119
642," $27,300 "," $49,352 "," $70,200 "," $235,611 "," $17,911 "," $400,373 "," $6,416 "," $21,221 "," $43,875 "," $192,729 "," $14,651 "," $278,892 ",78,39,17,404,116
643," $30,516 "," $74,991 "," $72,534 "," $232,087 "," $16,405 "," $426,533 "," $7,171 "," $32,246 "," $45,334 "," $189,847 "," $13,420 "," $288,018 ",70,35,8,271,64
644," $27,553 "," $66,320 "," $69,920 "," $149,698 "," $19,916 "," $333,406 "," $6,475 "," $28,517 "," $43,700 "," $122,453 "," $16,291 "," $217,436 ",60,60,37,787,264
645," $28,658 "," $62,086 "," $64,684 "," $226,853 "," $18,957 "," $401,237 "," $6,735 "," $26,697 "," $40,427 "," $185,565 "," $15,506 "," $274,931 ",42,42,18,431,125
646," $32,207 "," $71,192 "," $74,571 "," $201,144 "," $22,143 "," $401,258 "," $7,569 "," $30,613 "," $46,607 "," $164,536 "," $18,113 "," $267,437 ",92,46,20,556,143
647," $32,855 "," $62,486 "," $78,411 "," $204,769 "," $15,004 "," $393,525 "," $7,721 "," $26,869 "," $49,007 "," $167,501 "," $12,274 "," $263,371 ",34,34,16,323,120
648," $33,668 "," $53,267 "," $64,155 "," $245,964 "," $18,912 "," $415,966 "," $7,912 "," $22,905 "," $40,097 "," $201,198 "," $15,470 "," $287,582 ",132,44,14,316,86
649," $27,816 "," $64,975 "," $69,836 "," $237,641 "," $26,977 "," $427,243 "," $6,537 "," $27,939 "," $43,647 "," $194,390 "," $22,067 "," $294,580 ",42,42,11,410,87
650," $30,362 "," $57,287 "," $67,113 "," $231,768 "," $17,326 "," $403,856 "," $7,135 "," $24,634 "," $41,945 "," $189,586 "," $14,173 "," $277,473 ",141,47,18,442,129
651," $27,466 "," $66,496 "," $63,711 "," $230,246 "," $16,451 "," $404,369 "," $6,455 "," $28,593 "," $39,819 "," $188,341 "," $13,457 "," $276,664 ",32,32,15,304,91
652," $28,380 "," $56,758 "," $66,731 "," $191,487 "," $19,100 "," $362,456 "," $6,669 "," $24,406 "," $41,707 "," $156,636 "," $15,624 "," $245,042 ",102,51,29,704,215
653," $29,522 "," $51,859 "," $68,257 "," $220,531 "," $21,802 "," $391,970 "," $6,938 "," $22,299 "," $42,661 "," $180,394 "," $17,834 "," $270,125 ",70,35,20,560,156
654," $22,298 "," $62,658 "," $70,354 "," $199,593 "," $18,328 "," $373,230 "," $5,240 "," $26,943 "," $43,971 "," $163,267 "," $14,992 "," $254,413 ",156,52,29,669,205
655," $28,621 "," $59,944 "," $65,835 "," $220,719 "," $21,731 "," $396,850 "," $6,726 "," $25,776 "," $41,147 "," $180,548 "," $17,776 "," $271,972 ",135,45,20,503,147
656," $27,059 "," $55,293 "," $79,461 "," $311,968 "," $18,278 "," $492,058 "," $6,359 "," $23,776 "," $49,663 "," $255,189 "," $14,952 "," $349,939 ",81,27,2,196,36
657," $31,694 "," $60,077 "," $61,744 "," $226,548 "," $21,279 "," $401,342 "," $7,448 "," $25,833 "," $38,590 "," $185,316 "," $17,406 "," $274,594 ",150,50,23,598,153
658," $27,259 "," $56,391 "," $68,954 "," $245,833 "," $19,732 "," $418,169 "," $6,406 "," $24,248 "," $43,096 "," $201,091 "," $16,141 "," $290,982 ",84,42,16,477,111
659," $29,273 "," $59,854 "," $72,489 "," $188,312 "," $17,722 "," $367,649 "," $6,879 "," $25,737 "," $45,305 "," $154,039 "," $14,497 "," $246,457 ",55,55,30,703,215
660," $30,412 "," $64,520 "," $76,108 "," $190,414 "," $19,102 "," $380,555 "," $7,147 "," $27,743 "," $47,567 "," $155,759 "," $15,625 "," $253,842 ",86,43,23,547,163
661," $34,944 "," $72,039 "," $66,402 "," $256,984 "," $20,094 "," $450,463 "," $8,212 "," $30,977 "," $41,501 "," $210,213 "," $16,437 "," $307,339 ",28,28,4,181,44
662," $33,037 "," $68,626 "," $74,309 "," $185,934 "," $18,858 "," $380,762 "," $7,764 "," $29,509 "," $46,443 "," $152,094 "," $15,425 "," $251,235 ",50,50,23,521,173
663," $37,841 "," $62,974 "," $64,925 "," $207,147 "," $19,417 "," $392,304 "," $8,893 "," $27,079 "," $40,578 "," $169,446 "," $15,883 "," $261,879 ",47,47,22,543,160
664," $29,998 "," $53,831 "," $59,147 "," $209,018 "," $18,878 "," $370,871 "," $7,050 "," $23,147 "," $36,967 "," $170,976 "," $15,442 "," $253,582 ",54,54,26,610,196
665," $32,374 "," $52,730 "," $67,953 "," $207,901 "," $23,237 "," $384,195 "," $7,608 "," $22,674 "," $42,470 "," $170,063 "," $19,008 "," $261,823 ",162,54,27,596,180
666," $27,318 "," $63,527 "," $71,491 "," $206,785 "," $21,816 "," $390,937 "," $6,420 "," $27,317 "," $44,682 "," $169,150 "," $17,845 "," $265,413 ",45,45,22,496,150
667," $24,952 "," $54,633 "," $68,828 "," $243,513 "," $19,122 "," $411,047 "," $5,864 "," $23,492 "," $43,017 "," $199,194 "," $15,642 "," $287,208 ",54,27,10,295,77
668," $31,028 "," $63,878 "," $55,853 "," $205,987 "," $21,038 "," $377,784 "," $7,292 "," $27,468 "," $34,908 "," $168,497 "," $17,209 "," $255,373 ",52,52,26,549,182
669," $26,582 "," $66,307 "," $67,141 "," $238,917 "," $20,928 "," $419,874 "," $6,247 "," $28,512 "," $41,963 "," $195,434 "," $17,119 "," $289,274 ",68,34,10,415,80
670," $32,611 "," $58,745 "," $80,556 "," $264,466 "," $23,474 "," $459,851 "," $7,664 "," $25,260 "," $50,348 "," $216,333 "," $19,202 "," $318,806 ",30,30,4,189,36
671," $30,961 "," $72,685 "," $69,986 "," $220,966 "," $19,392 "," $413,989 "," $7,276 "," $31,254 "," $43,741 "," $180,750 "," $15,863 "," $278,884 ",84,28,9,245,70
672," $31,487 "," $63,589 "," $67,638 "," $236,901 "," $19,133 "," $418,747 "," $7,399 "," $27,343 "," $42,273 "," $193,785 "," $15,651 "," $286,452 ",38,38,14,444,95
673," $26,215 "," $67,240 "," $76,412 "," $248,936 "," $19,938 "," $438,741 "," $6,161 "," $28,913 "," $47,758 "," $203,630 "," $16,309 "," $302,770 ",120,40,4,144,48
674," $26,443 "," $62,582 "," $69,157 "," $174,638 "," $20,313 "," $353,133 "," $6,214 "," $26,910 "," $43,223 "," $142,854 "," $16,616 "," $235,817 ",118,59,33,787,236
675," $32,903 "," $59,468 "," $67,473 "," $206,379 "," $20,165 "," $386,388 "," $7,732 "," $25,571 "," $42,171 "," $168,818 "," $16,495 "," $260,787 ",44,44,22,480,163
676," $27,509 "," $53,450 "," $72,909 "," $255,331 "," $19,565 "," $428,763 "," $6,465 "," $22,983 "," $45,568 "," $208,860 "," $16,004 "," $299,881 ",84,28,8,291,59
677," $32,566 "," $66,978 "," $72,765 "," $210,468 "," $18,998 "," $401,774 "," $7,653 "," $28,800 "," $45,478 "," $172,162 "," $15,540 "," $269,634 ",76,38,16,434,119
678," $24,795 "," $64,565 "," $72,139 "," $182,773 "," $20,000 "," $364,271 "," $5,827 "," $27,763 "," $45,087 "," $149,508 "," $16,360 "," $244,544 ",118,59,32,627,214
679," $28,412 "," $62,488 "," $79,604 "," $199,085 "," $21,028 "," $390,617 "," $6,677 "," $26,870 "," $49,753 "," $162,852 "," $17,201 "," $263,351 ",102,51,24,570,163
680," $31,705 "," $63,017 "," $61,726 "," $285,737 "," $20,097 "," $462,282 "," $7,451 "," $27,097 "," $38,579 "," $233,733 "," $16,439 "," $323,299 ",36,36,5,188,46
681," $31,504 "," $59,985 "," $60,526 "," $235,582 "," $22,580 "," $410,176 "," $7,403 "," $25,794 "," $37,828 "," $192,706 "," $18,470 "," $282,201 ",38,38,16,410,104
682," $28,617 "," $46,863 "," $70,501 "," $200,941 "," $17,645 "," $364,566 "," $6,725 "," $20,151 "," $44,063 "," $164,370 "," $14,433 "," $249,742 ",147,49,28,702,212
683," $25,409 "," $59,163 "," $66,322 "," $217,399 "," $24,026 "," $392,318 "," $5,971 "," $25,440 "," $41,451 "," $177,832 "," $19,654 "," $270,348 ",46,46,18,386,136
684," $28,010 "," $61,375 "," $66,962 "," $206,654 "," $20,567 "," $383,568 "," $6,582 "," $26,391 "," $41,851 "," $169,043 "," $16,824 "," $260,692 ",100,50,30,848,215
685," $30,755 "," $60,067 "," $73,612 "," $183,556 "," $22,364 "," $370,354 "," $7,227 "," $25,829 "," $46,008 "," $150,148 "," $18,294 "," $247,506 ",50,50,28,691,209
686," $31,815 "," $64,005 "," $79,541 "," $272,339 "," $20,395 "," $468,095 "," $7,477 "," $27,522 "," $49,713 "," $222,773 "," $16,683 "," $324,168 ",54,27,3,175,35
687," $28,219 "," $64,487 "," $81,312 "," $227,288 "," $22,266 "," $423,571 "," $6,631 "," $27,729 "," $50,820 "," $185,921 "," $18,214 "," $289,316 ",62,31,10,334,84
688," $24,685 "," $52,939 "," $72,629 "," $252,329 "," $19,264 "," $421,846 "," $5,801 "," $22,764 "," $45,393 "," $206,405 "," $15,758 "," $296,121 ",28,28,9,250,64
689," $31,733 "," $63,314 "," $73,798 "," $187,413 "," $20,255 "," $376,513 "," $7,457 "," $27,225 "," $46,123 "," $153,303 "," $16,569 "," $250,678 ",46,46,24,579,182
690," $31,582 "," $63,962 "," $75,964 "," $182,816 "," $15,489 "," $369,813 "," $7,422 "," $27,504 "," $47,478 "," $149,543 "," $12,670 "," $244,616 ",53,53,29,639,206
691," $33,037 "," $67,189 "," $69,657 "," $156,745 "," $19,868 "," $346,496 "," $7,764 "," $28,891 "," $43,536 "," $128,217 "," $16,252 "," $224,660 ",104,52,32,699,228
692," $28,884 "," $55,643 "," $66,472 "," $205,915 "," $16,133 "," $373,047 "," $6,788 "," $23,927 "," $41,545 "," $168,438 "," $13,197 "," $253,894 ",141,47,25,578,187
693," $28,616 "," $64,245 "," $76,328 "," $223,054 "," $24,378 "," $416,620 "," $6,725 "," $27,625 "," $47,705 "," $182,458 "," $19,941 "," $284,454 ",35,35,12,341,91
694," $32,156 "," $56,875 "," $61,047 "," $188,051 "," $20,796 "," $358,925 "," $7,557 "," $24,456 "," $38,154 "," $153,825 "," $17,011 "," $241,004 ",104,52,32,789,228
695," $31,127 "," $62,269 "," $79,615 "," $246,442 "," $19,417 "," $438,869 "," $7,315 "," $26,776 "," $49,759 "," $201,590 "," $15,883 "," $301,322 ",29,29,8,288,52
696," $28,191 "," $61,441 "," $69,290 "," $188,660 "," $23,055 "," $370,636 "," $6,625 "," $26,419 "," $43,306 "," $154,323 "," $18,859 "," $249,533 ",114,57,31,742,213
697," $31,645 "," $70,530 "," $65,709 "," $236,872 "," $21,361 "," $426,117 "," $7,437 "," $30,328 "," $41,068 "," $193,761 "," $17,473 "," $290,067 ",126,42,9,277,71
698," $28,701 "," $70,161 "," $73,066 "," $180,627 "," $22,290 "," $374,845 "," $6,745 "," $30,169 "," $45,666 "," $147,752 "," $18,233 "," $248,566 ",55,55,30,719,210
699," $27,814 "," $59,934 "," $69,192 "," $179,713 "," $23,249 "," $359,901 "," $6,536 "," $25,772 "," $43,245 "," $147,005 "," $19,018 "," $241,576 ",52,52,30,666,212
700," $27,926 "," $50,414 "," $71,831 "," $247,689 "," $20,363 "," $418,222 "," $6,563 "," $21,678 "," $44,894 "," $202,610 "," $16,657 "," $292,401 ",54,27,8,218,58
701," $33,512 "," $70,670 "," $80,808 "," $188,109 "," $20,725 "," $393,823 "," $7,875 "," $30,388 "," $50,505 "," $153,873 "," $16,953 "," $259,594 ",88,44,19,403,134
702," $30,968 "," $61,078 "," $73,322 "," $240,106 "," $20,216 "," $425,689 "," $7,277 "," $26,263 "," $45,826 "," $196,406 "," $16,537 "," $292,310 ",40,40,10,309,76
703," $25,522 "," $55,684 "," $79,821 "," $222,488 "," $21,290 "," $404,805 "," $5,998 "," $23,944 "," $49,888 "," $181,995 "," $17,415 "," $279,240 ",37,37,14,359,96
704," $28,836 "," $63,421 "," $77,245 "," $227,244 "," $20,362 "," $417,108 "," $6,776 "," $27,271 "," $48,278 "," $185,886 "," $16,656 "," $284,868 ",58,29,10,312,76
705," $29,322 "," $53,876 "," $60,312 "," $194,764 "," $18,965 "," $357,239 "," $6,891 "," $23,167 "," $37,695 "," $159,317 "," $15,514 "," $242,583 ",171,57,34,825,233
706," $30,932 "," $65,662 "," $68,912 "," $210,424 "," $22,486 "," $398,415 "," $7,269 "," $28,234 "," $43,070 "," $172,127 "," $18,393 "," $269,093 ",111,37,15,342,108
707," $25,777 "," $52,433 "," $72,478 "," $248,182 "," $17,022 "," $415,892 "," $6,058 "," $22,546 "," $45,299 "," $203,013 "," $13,924 "," $290,839 ",32,32,13,412,87
708," $29,296 "," $56,248 "," $68,124 "," $247,805 "," $20,934 "," $422,406 "," $6,885 "," $24,187 "," $42,578 "," $202,704 "," $17,124 "," $293,477 ",68,34,9,332,68
709," $36,361 "," $53,952 "," $71,950 "," $222,401 "," $19,879 "," $404,543 "," $8,545 "," $23,199 "," $44,968 "," $181,924 "," $16,261 "," $274,898 ",42,42,16,364,114
710," $29,528 "," $57,679 "," $62,332 "," $203,131 "," $20,356 "," $373,025 "," $6,939 "," $24,802 "," $38,957 "," $166,161 "," $16,652 "," $253,510 ",98,49,26,613,191
711," $31,361 "," $60,192 "," $73,455 "," $210,004 "," $19,368 "," $394,379 "," $7,370 "," $25,883 "," $45,909 "," $171,783 "," $15,843 "," $266,788 ",48,48,25,516,147
712," $29,786 "," $63,062 "," $69,850 "," $202,565 "," $19,049 "," $384,311 "," $7,000 "," $27,117 "," $43,656 "," $165,698 "," $15,582 "," $259,052 ",43,43,22,574,167
